director_name,actor_1_name,actor_2_name,actor_3_name,title_year,movie_title,genres,comb
Mike Nichols,Bob Newhart,Bob Balaban,Martin Balsam,1970.0,catch-22,Comedy Drama War,Bob Newhart Bob Balaban Martin Balsam Mike Nichols Comedy Drama War
Jody Hill,Collette Wolfe,Celia Weston,Dan Bakkedahl,2009.0,observe and report,Comedy Crime Drama,Collette Wolfe Celia Weston Dan Bakkedahl Jody Hill Comedy Crime Drama
Richard Fleischer,Mako,Olivia d'Abo,Grace Jones,1984.0,conan the destroyer,Action Adventure Fantasy,Mako Olivia d'Abo Grace Jones Richard Fleischer Action Adventure Fantasy
Martin Scorsese,Robert De Niro,Cathy Moriarty,Frank Vincent,1980.0,raging bull,Biography Drama Sport,Robert De Niro Cathy Moriarty Frank Vincent Martin Scorsese Biography Drama Sport
Brandon Camp,Judy Greer,Sasha Alexander,Frances Conroy,2009.0,love happens,Drama Romance,Judy Greer Sasha Alexander Frances Conroy Brandon Camp Drama Romance
Barry Levinson,Nicholas Rowe,Roger Ashton-Griffiths,Freddie Jones,1985.0,young sherlock holmes,Adventure Fantasy Mystery Thriller,Nicholas Rowe Roger Ashton-Griffiths Freddie Jones Barry Levinson Adventure Fantasy Mystery Thriller
Kevin Tancharoen,Kelsey Grammer,Kay Panabaker,Megan Mullally,2009.0,fame,Comedy Drama Musical Romance,Kelsey Grammer Kay Panabaker Megan Mullally Kevin Tancharoen Comedy Drama Musical Romance
Danny Boyle,James Franco,Treat Williams,Kate Burton,2010.0,127 hours,Adventure Biography Drama Thriller,James Franco Treat Williams Kate Burton Danny Boyle Adventure Biography Drama Thriller
Woody Allen,Woody Allen,Jon Lovitz,Michael Rapaport,2000.0,small time crooks,Comedy Crime,Woody Allen Jon Lovitz Michael Rapaport Woody Allen Comedy Crime
Nicholas Hytner,Amanda Schull,Susan May Pratt,Ethan Stiefel,2000.0,center stage,Drama Music Romance,Amanda Schull Susan May Pratt Ethan Stiefel Nicholas Hytner Drama Music Romance
Jessie Nelson,Olivia Wilde,Alex Borstein,Timothée Chalamet,2015.0,love the coopers,Comedy,Olivia Wilde Alex Borstein Timothée Chalamet Jessie Nelson Comedy
Bart Freundlich,Kristen Stewart,Corbin Bleu,Kevin G. Schmidt,2004.0,catch that kid,Comedy Crime,Kristen Stewart Corbin Bleu Kevin G. Schmidt Bart Freundlich Comedy Crime
Irwin Winkler,Ian Somerhalder,Hayden Christensen,Kristin Scott Thomas,2001.0,life as a house,Drama,Ian Somerhalder Hayden Christensen Kristin Scott Thomas Irwin Winkler Drama
Danny Boyle,Kate Winslet,Michael Fassbender,Michael Stuhlbarg,2015.0,steve jobs,Biography Drama,Kate Winslet Michael Fassbender Michael Stuhlbarg Danny Boyle Biography Drama
Chris Columbus,Alan Ruck,Marie Avgeropoulos,Shawn Roberts,2009.0,"i love you, beth cooper",Comedy Romance,Alan Ruck Marie Avgeropoulos Shawn Roberts Chris Columbus Comedy Romance
Miguel Arteta,Steve Buscemi,Ari Graynor,Fred Willard,2009.0,youth in revolt,Comedy Drama Romance,Steve Buscemi Ari Graynor Fred Willard Miguel Arteta Comedy Drama Romance
William A. Fraker,Jason Robards,Richard Farnsworth,Michael Horse,1981.0,the legend of the lone ranger,Action Adventure Western,Jason Robards Richard Farnsworth Michael Horse William A. Fraker Action Adventure Western
John Boorman,Daniel Radcliffe,Jamie Lee Curtis,Mark Margolis,2001.0,the tailor of panama,Drama Thriller,Daniel Radcliffe Jamie Lee Curtis Mark Margolis John Boorman Drama Thriller
Brian De Palma,Nancy Allen,Dennis Franz,John McMartin,1981.0,blow out,Mystery Thriller,Nancy Allen Dennis Franz John McMartin Brian De Palma Mystery Thriller
Courtney Solomon,Rebecca Budig,Paul Freeman,Bruce Payne,2013.0,getaway,Action Crime Thriller,Rebecca Budig Paul Freeman Bruce Payne Courtney Solomon Action Crime Thriller
Ang Lee,Joan Allen,Kate Burton,Henry Czerny,1997.0,the ice storm,Drama,Joan Allen Kate Burton Henry Czerny Ang Lee Drama
Rob Reiner,Yaya DaCosta,Annie Parisse,Frankie Valli,2014.0,and so it goes,Comedy Drama Romance,Yaya DaCosta Annie Parisse Frankie Valli Rob Reiner Comedy Drama Romance
Jeff Kanew,Craig T. Nelson,Shelley Long,Kellie Martin,1989.0,troop beverly hills,Adventure Comedy,Craig T. Nelson Shelley Long Kellie Martin Jeff Kanew Adventure Comedy
István Szabó,Miriam Margolyes,Shaun Evans,Juliet Stevenson,2004.0,being julia,Comedy Drama Romance,Miriam Margolyes Shaun Evans Juliet Stevenson István Szabó Comedy Drama Romance
Adrian Lyne,David Margulies,Karen Young,Kim Chan,1986.0,9½ weeks,Drama Romance,David Margulies Karen Young Kim Chan Adrian Lyne Drama Romance
Matthew Robbins,Ian McDiarmid,Ralph Richardson,Albert Salmi,1981.0,dragonslayer,Action Adventure Fantasy,Ian McDiarmid Ralph Richardson Albert Salmi Matthew Robbins Action Adventure Fantasy
Michael Hoffman,David Masterson,Kerry Condon,Anne-Marie Duff,2009.0,the last station,Biography Drama Romance,David Masterson Kerry Condon Anne-Marie Duff Michael Hoffman Biography Drama Romance
Tim Burton,Johnny Depp,Bill Murray,Martin Landau,1994.0,ed wood,Biography Comedy Drama,Johnny Depp Bill Murray Martin Landau Tim Burton Biography Comedy Drama
Jason Reitman,J.K. Simmons,Kate Winslet,Brooke Smith,2013.0,labor day,Drama,J.K. Simmons Kate Winslet Brooke Smith Jason Reitman Drama
Sergey Bodrov,Tadanobu Asano,Khulan Chuluun,Honglei Sun,2007.0,mongol: the rise of genghis khan,Adventure Biography Drama History War,Tadanobu Asano Khulan Chuluun Honglei Sun Sergey Bodrov Adventure Biography Drama History War
Guy Ritchie,Tom Hardy,Gerard Butler,Tom Wilkinson,2008.0,rocknrolla,Action Crime Thriller,Tom Hardy Gerard Butler Tom Wilkinson Guy Ritchie Action Crime Thriller
Hal Needham,Barry Bostwick,Michael Beck,Henry Silva,1982.0,megaforce,Action Sci-Fi,Barry Bostwick Michael Beck Henry Silva Hal Needham Action Sci-Fi
Bruce Beresford,Bruce Greenwood,Suzie Steen,Aden Young,2009.0,mao's last dancer,Biography Drama Music Romance,Bruce Greenwood Suzie Steen Aden Young Bruce Beresford Biography Drama Music Romance
Jeff Nichols,Kirsten Dunst,Sam Shepard,Paul Sparks,2016.0,midnight special,Adventure Drama Sci-Fi Thriller,Kirsten Dunst Sam Shepard Paul Sparks Jeff Nichols Adventure Drama Sci-Fi Thriller
Woody Allen,Woody Allen,Stockard Channing,Fisher Stevens,2003.0,anything else,Comedy Romance,Woody Allen Stockard Channing Fisher Stevens Woody Allen Comedy Romance
Jonathan Teplitzky,Jeremy Irvine,Colin Firth,Sam Reid,2013.0,the railway man,Biography Drama Romance War,Jeremy Irvine Colin Firth Sam Reid Jonathan Teplitzky Biography Drama Romance War
unknown,Poppy Montgomery,Dylan Walsh,Dallas Roberts,unknown,unforgettable            ,Drama Mystery,Poppy Montgomery Dylan Walsh Dallas Roberts unknown Drama Mystery
Michael Haneke,Ulrich Tukur,Burghart Klaußner,Leonie Benesch,2009.0,the white ribbon,Drama Mystery,Ulrich Tukur Burghart Klaußner Leonie Benesch Michael Haneke Drama Mystery
Zack Ward,Zack Ward,Anna Harr,James Cullen Bressack,2016.0,restoration,Horror,Zack Ward Anna Harr James Cullen Bressack Zack Ward Horror
Mike Marvin,Clint Howard,Randy Quaid,Nick Cassavetes,1986.0,the wraith,Action Horror Romance Sci-Fi Thriller,Clint Howard Randy Quaid Nick Cassavetes Mike Marvin Action Horror Romance Sci-Fi Thriller
D.J. Caruso,Adam Goldberg,Meat Loaf,Anthony LaPaglia,2002.0,the salton sea,Crime Drama Mystery Thriller,Adam Goldberg Meat Loaf Anthony LaPaglia D.J. Caruso Crime Drama Mystery Thriller
Nimród Antal,James Hetfield,Mackenzie Gray,Lars Ulrich,2013.0,metallica through the never,Music,James Hetfield Mackenzie Gray Lars Ulrich Nimród Antal Music
Gregor Jordan,Austin Nichols,Brad Renfro,Lou Taylor Pucci,2008.0,the informers,Crime Drama Thriller,Austin Nichols Brad Renfro Lou Taylor Pucci Gregor Jordan Crime Drama Thriller
unknown,Edgar Ramírez,Nora von Waldstätten,Katharina Schüttler,unknown,carlos            ,Biography Crime Drama Thriller,Edgar Ramírez Nora von Waldstätten Katharina Schüttler unknown Biography Crime Drama Thriller
Tran Anh Hung,Takuya Kimura,Simón Andreu,Shawn Yue,2009.0,i come with the rain,Thriller,Takuya Kimura Simón Andreu Shawn Yue Tran Anh Hung Thriller
Lance Hool,Tom Berenger,Joaquim de Almeida,Mark Moses,1999.0,one man's hero,Action Drama History Romance War Western,Tom Berenger Joaquim de Almeida Mark Moses Lance Hool Action Drama History Romance War Western
Chuck Russell,Sam Trammell,Rebecca De Mornay,Amanda Schull,2016.0,i am wrath,Action Crime Drama Thriller,Sam Trammell Rebecca De Mornay Amanda Schull Chuck Russell Action Crime Drama Thriller
Christian Volckman,Romola Garai,Catherine McCormack,Kevork Malikyan,2006.0,renaissance,Action Animation Sci-Fi Thriller,Romola Garai Catherine McCormack Kevork Malikyan Christian Volckman Action Animation Sci-Fi Thriller
Jon Cassar,Demi Moore,Landon Liboiron,Michael Wincott,2015.0,forsaken,Drama Western,Demi Moore Landon Liboiron Michael Wincott Jon Cassar Drama Western
Richard Fleischer,Ernie Reyes Jr.,Brigitte Nielsen,Sandahl Bergman,1985.0,red sonja,Action Adventure Fantasy,Ernie Reyes Jr. Brigitte Nielsen Sandahl Bergman Richard Fleischer Action Adventure Fantasy
Rodrigo Cortés,Robert De Niro,Toby Jones,Craig Roberts,2012.0,red lights,Drama Horror Mystery Thriller,Robert De Niro Toby Jones Craig Roberts Rodrigo Cortés Drama Horror Mystery Thriller
Greg Mottola,Emma Stone,Joe Lo Truglio,Kevin Corrigan,2007.0,superbad,Comedy,Emma Stone Joe Lo Truglio Kevin Corrigan Greg Mottola Comedy
Tyler Perry,Vanessa Ferlito,Keshia Knight Pulliam,Derek Luke,2009.0,madea goes to jail,Comedy Crime Drama,Vanessa Ferlito Keshia Knight Pulliam Derek Luke Tyler Perry Comedy Crime Drama
David Hayter,Jason Momoa,Jennifer Hale,Stephen McHattie,2014.0,wolves,Action Horror,Jason Momoa Jennifer Hale Stephen McHattie David Hayter Action Horror
Jon M. Chu,Cassie Ventura,Mari Koda,Luis Rosado,2008.0,step up 2: the streets,Drama Music Musical Romance,Cassie Ventura Mari Koda Luis Rosado Jon M. Chu Drama Music Musical Romance
Cory Edwards,Anne Hathaway,Chazz Palminteri,Jim Belushi,2005.0,hoodwinked!,Action Animation Comedy Crime Family,Anne Hathaway Chazz Palminteri Jim Belushi Cory Edwards Action Animation Comedy Crime Family
Terry George,Don Cheadle,Sophie Okonedo,Hakeem Kae-Kazim,2004.0,hotel rwanda,Drama History War,Don Cheadle Sophie Okonedo Hakeem Kae-Kazim Terry George Drama History War
Xavier Gens,Henry Ian Cusick,Dougray Scott,Ulrich Thomsen,2007.0,hitman,Action Crime Drama Thriller,Henry Ian Cusick Dougray Scott Ulrich Thomsen Xavier Gens Action Crime Drama Thriller
Kasi Lemmons,Jennifer Hudson,Mary J. Blige,Vondie Curtis-Hall,2013.0,black nativity,Drama Family Music Musical,Jennifer Hudson Mary J. Blige Vondie Curtis-Hall Kasi Lemmons Drama Family Music Musical
Brian A Miller,Bruce Willis,50 Cent,Jessica Lowndes,2014.0,the prince,Action Thriller,Bruce Willis 50 Cent Jessica Lowndes Brian A Miller Action Thriller
Matt Dillon,Kirk Fox,Shawn Andrews,Rob Campbell,2002.0,city of ghosts,Crime Drama Thriller,Kirk Fox Shawn Andrews Rob Campbell Matt Dillon Crime Drama Thriller
Alejandro Amenábar,Fionnula Flanagan,Elaine Cassidy,Eric Sykes,2001.0,the others,Fantasy Horror Thriller,Fionnula Flanagan Elaine Cassidy Eric Sykes Alejandro Amenábar Fantasy Horror Thriller
James Cameron,Michael Biehn,Carrie Henn,Jenette Goldstein,1986.0,aliens,Action Adventure Sci-Fi,Michael Biehn Carrie Henn Jenette Goldstein James Cameron Action Adventure Sci-Fi
George Cukor,Jeremy Brett,Rex Harrison,Theodore Bikel,1964.0,my fair lady,Drama Family Musical Romance,Jeremy Brett Rex Harrison Theodore Bikel George Cukor Drama Family Musical Romance
Jim Gillespie,Muse Watson,Sarah Michelle Gellar,Anne Heche,1997.0,i know what you did last summer,Horror Mystery Thriller,Muse Watson Sarah Michelle Gellar Anne Heche Jim Gillespie Horror Mystery Thriller
Luke Greenfield,Rob Riggle,Damon Wayans Jr.,James D'Arcy,2014.0,let's be cops,Comedy,Rob Riggle Damon Wayans Jr. James D'Arcy Luke Greenfield Comedy
Alexander Payne,Virginia Madsen,Patrick Gallagher,M.C. Gainey,2004.0,sideways,Adventure Comedy Drama Romance,Virginia Madsen Patrick Gallagher M.C. Gainey Alexander Payne Adventure Comedy Drama Romance
Jay Chandrasekhar,Chris Moss,Owain Yeoman,Jay Chandrasekhar,2006.0,beerfest,Comedy,Chris Moss Owain Yeoman Jay Chandrasekhar Jay Chandrasekhar Comedy
Yimou Zhang,Jet Li,Tony Chiu Wai Leung,Maggie Cheung,2002.0,hero,Action Adventure History,Jet Li Tony Chiu Wai Leung Maggie Cheung Yimou Zhang Action Adventure History
John Hoffman,Liam Aiken,Molly Shannon,Kevin Nealon,2003.0,good boy!,Comedy Drama Family Fantasy Sci-Fi,Liam Aiken Molly Shannon Kevin Nealon John Hoffman Comedy Drama Family Fantasy Sci-Fi
Malcolm D. Lee,Harold Perrineau,Sanaa Lathan,Eddie Cibrian,2013.0,the best man holiday,Comedy Drama,Harold Perrineau Sanaa Lathan Eddie Cibrian Malcolm D. Lee Comedy Drama
Joe Carnahan,Ryan Reynolds,Common,Alex Rocco,2006.0,smokin' aces,Action Crime Drama Thriller,Ryan Reynolds Common Alex Rocco Joe Carnahan Action Crime Drama Thriller
Kevin Greutert,Costas Mandylor,Gina Holden,Betsy Russell,2010.0,saw 3d: the final chapter,Horror Mystery,Costas Mandylor Gina Holden Betsy Russell Kevin Greutert Horror Mystery
Michael Lehmann,Emmanuelle Vaugier,Vinessa Shaw,Paulo Costanzo,2002.0,40 days and 40 nights,Comedy Romance,Emmanuelle Vaugier Vinessa Shaw Paulo Costanzo Michael Lehmann Comedy Romance
Joseph Kosinski,Jeff Bridges,Olivia Wilde,James Frain,2010.0,tron: legacy,Action Adventure Sci-Fi,Jeff Bridges Olivia Wilde James Frain Joseph Kosinski Action Adventure Sci-Fi
John Fortenberry,Will Ferrell,Chris Kattan,Dan Hedaya,1998.0,a night at the roxbury,Comedy Music Romance,Will Ferrell Chris Kattan Dan Hedaya John Fortenberry Comedy Music Romance
Daniel Barnz,Alex Pettyfer,Mary-Kate Olsen,Erik Knudsen,2011.0,beastly,Drama Fantasy Romance,Alex Pettyfer Mary-Kate Olsen Erik Knudsen Daniel Barnz Drama Fantasy Romance
Alexandre Aja,Dan Byrd,Greg Nicotero,Vinessa Shaw,2006.0,the hills have eyes,Horror,Dan Byrd Greg Nicotero Vinessa Shaw Alexandre Aja Horror
Sam Weisman,Kevin Grevioux,Jenna Boyd,Mary McCormack,2003.0,dickie roberts: former child star,Comedy,Kevin Grevioux Jenna Boyd Mary McCormack Sam Weisman Comedy
Niki Caro,Morgan Saylor,Valente Rodriguez,Diana Maria Riva,2015.0,"mcfarland, usa",Biography Drama Sport,Morgan Saylor Valente Rodriguez Diana Maria Riva Niki Caro Biography Drama Sport
Erik White,Brandon T. Jackson,Loretta Devine,Shad Moss,2010.0,lottery ticket,Comedy,Brandon T. Jackson Loretta Devine Shad Moss Erik White Comedy
Chris Robinson,T.I.,Adam Boyer,Malika,2006.0,atl,Comedy Crime Drama Music Romance,T.I. Adam Boyer Malika Chris Robinson Comedy Crime Drama Music Romance
Jason Moore,Anna Kendrick,Hana Mae Lee,Ben Platt,2012.0,pitch perfect,Comedy Music Romance,Anna Kendrick Hana Mae Lee Ben Platt Jason Moore Comedy Music Romance
Michael Tollin,Marc Blucas,Brian Dennehy,Bruce Davison,2001.0,summer catch,Comedy Drama Romance Sport,Marc Blucas Brian Dennehy Bruce Davison Michael Tollin Comedy Drama Romance Sport
Sam Raimi,Gary Cole,Bridget Fonda,Chelcie Ross,1998.0,a simple plan,Crime Drama Thriller,Gary Cole Bridget Fonda Chelcie Ross Sam Raimi Crime Drama Thriller
Robert Harmon,Alexander Gould,Ethan Embry,Marc Blucas,2002.0,they,Horror Mystery Thriller,Alexander Gould Ethan Embry Marc Blucas Robert Harmon Horror Mystery Thriller
Trent Cooper,Thomas F. Wilson,Larry the Cable Guy,Megyn Price,2006.0,larry the cable guy: health inspector,Comedy Romance,Thomas F. Wilson Larry the Cable Guy Megyn Price Trent Cooper Comedy Romance
Gary Halvorson,Vanessa Williams,Kevin Clash,Caroll Spinney,1999.0,the adventures of elmo in grouchland,Adventure Comedy Family Fantasy Musical,Vanessa Williams Kevin Clash Caroll Spinney Gary Halvorson Adventure Comedy Family Fantasy Musical
Antoine Fuqua,Don Cheadle,Lili Taylor,Armando Riesco,2009.0,brooklyn's finest,Crime Drama Thriller,Don Cheadle Lili Taylor Armando Riesco Antoine Fuqua Crime Drama Thriller
Nicholas Ray,Ava Gardner,David Niven,John Ireland,1963.0,55 days at peking,Action Adventure Drama History War,Ava Gardner David Niven John Ireland Nicholas Ray Action Adventure Drama History War
Fede Alvarez,Lou Taylor Pucci,Elizabeth Blackmore,Ellen Sandweiss,2013.0,evil dead,Horror,Lou Taylor Pucci Elizabeth Blackmore Ellen Sandweiss Fede Alvarez Horror
Donald Petrie,Nia Vardalos,Harland Williams,Rachel Dratch,2009.0,my life in ruins,Comedy Romance,Nia Vardalos Harland Williams Rachel Dratch Donald Petrie Comedy Romance
Paul Weitz,Judy Greer,Dennis Quaid,Chris Klein,2006.0,american dreamz,Comedy Music,Judy Greer Dennis Quaid Chris Klein Paul Weitz Comedy Music
Sidney J. Furie,Jim Broadbent,Margot Kidder,William Hootkins,1987.0,superman iv: the quest for peace,Action Adventure Family Sci-Fi,Jim Broadbent Margot Kidder William Hootkins Sidney J. Furie Action Adventure Family Sci-Fi
Ian Iqbal Rashid,DeRay Davis,Clé Bennett,Conrad Coates,2007.0,how she move,Drama,DeRay Davis Clé Bennett Conrad Coates Ian Iqbal Rashid Drama
Wayne Kramer,Paul Walker,Chazz Palminteri,Ivana Milicevic,2006.0,running scared,Action Crime Drama Thriller,Paul Walker Chazz Palminteri Ivana Milicevic Wayne Kramer Action Crime Drama Thriller
Rowdy Herrington,Aidan Quinn,Jeremy Northam,Paul Freeman,2004.0,bobby jones: stroke of genius,Biography Drama Romance Sport,Aidan Quinn Jeremy Northam Paul Freeman Rowdy Herrington Biography Drama Romance Sport
Jim Goddard,Victor Wong,Paul Freeman,Clyde Kusatsu,1986.0,shanghai surprise,Adventure Crime Drama Romance,Victor Wong Paul Freeman Clyde Kusatsu Jim Goddard Adventure Crime Drama Romance
Noel Marshall,Tippi Hedren,Melanie Griffith,Zakes Mokae,1981.0,roar,Adventure Horror Thriller,Tippi Hedren Melanie Griffith Zakes Mokae Noel Marshall Adventure Horror Thriller
Joel Schumacher,Brenda Fricker,David Murray,Gerard McSorley,2003.0,veronica guerin,Biography Crime Drama Thriller,Brenda Fricker David Murray Gerard McSorley Joel Schumacher Biography Crime Drama Thriller
Andrea Di Stefano,Josh Hutcherson,Brady Corbet,Carlos Bardem,2014.0,escobar: paradise lost,Crime Drama Romance Thriller,Josh Hutcherson Brady Corbet Carlos Bardem Andrea Di Stefano Crime Drama Romance Thriller
Richard Kelly,Janeane Garofalo,Curtis Armstrong,Chris Andrew Ciulla,2006.0,southland tales,Comedy Mystery Sci-Fi Thriller,Janeane Garofalo Curtis Armstrong Chris Andrew Ciulla Richard Kelly Comedy Mystery Sci-Fi Thriller
Guillaume Ivernel,Rob Paulsen,Jess Harnell,Mary Mouser,2008.0,dragon hunters,Adventure Animation Family Fantasy,Rob Paulsen Jess Harnell Mary Mouser Guillaume Ivernel Adventure Animation Family Fantasy
Jack Smight,George Peppard,Jan-Michael Vincent,Paul Winfield,1977.0,damnation alley,Sci-Fi,George Peppard Jan-Michael Vincent Paul Winfield Jack Smight Sci-Fi
Todd Lincoln,Julianna Guill,Rick Gomez,Tim Williams,2012.0,the apparition,Horror Thriller,Julianna Guill Rick Gomez Tim Williams Todd Lincoln Horror Thriller
Howard Zieff,Macaulay Culkin,Jamie Lee Curtis,Griffin Dunne,1991.0,my girl,Comedy Drama Family Romance,Macaulay Culkin Jamie Lee Curtis Griffin Dunne Howard Zieff Comedy Drama Family Romance
Steven Shainberg,Robert Downey Jr.,Ty Burrell,Matt Servitto,2006.0,fur: an imaginary portrait of diane arbus,Biography Drama Romance,Robert Downey Jr. Ty Burrell Matt Servitto Steven Shainberg Biography Drama Romance
Neil Burger,Rufus Sewell,Eddie Marsan,Jake Wood,2006.0,the illusionist,Drama Mystery Romance Thriller,Rufus Sewell Eddie Marsan Jake Wood Neil Burger Drama Mystery Romance Thriller
Oliver Stone,Hal Holbrook,Tamara Tunie,James Karen,1987.0,wall street,Crime Drama,Hal Holbrook Tamara Tunie James Karen Oliver Stone Crime Drama
Ang Lee,Alan Rickman,Kate Winslet,Tom Wilkinson,1995.0,sense and sensibility,Drama Romance,Alan Rickman Kate Winslet Tom Wilkinson Ang Lee Drama Romance
Julian Jarrold,Anne Hathaway,Julie Walters,Laurence Fox,2007.0,becoming jane,Biography Drama Romance,Anne Hathaway Julie Walters Laurence Fox Julian Jarrold Biography Drama Romance
Joe Nussbaum,Danny Strong,Matt Long,Samm Levine,2007.0,sydney white,Comedy Romance,Danny Strong Matt Long Samm Levine Joe Nussbaum Comedy Romance
Vadim Perelman,Frances Fisher,Kim Dickens,Ron Eldard,2003.0,house of sand and fog,Drama,Frances Fisher Kim Dickens Ron Eldard Vadim Perelman Drama
Peter Weir,Robin Williams,Josh Charles,Kurtwood Smith,1989.0,dead poets society,Comedy Drama,Robin Williams Josh Charles Kurtwood Smith Peter Weir Comedy Drama
Peter Farrelly,Lauren Holly,Mike Starr,Teri Garr,1994.0,dumb & dumber,Comedy,Lauren Holly Mike Starr Teri Garr Peter Farrelly Comedy
Rob Reiner,Bruno Kirby,Gretchen Palmer,Harley Jane Kozak,1989.0,when harry met sally...,Comedy Drama Romance,Bruno Kirby Gretchen Palmer Harley Jane Kozak Rob Reiner Comedy Drama Romance
Sidney Lumet,Charlotte Rampling,James Mason,Jack Warden,1982.0,the verdict,Drama,Charlotte Rampling James Mason Jack Warden Sidney Lumet Drama
Todd Phillips,Ethan Suplee,Rachel Blanchard,Paulo Costanzo,2000.0,road trip,Comedy,Ethan Suplee Rachel Blanchard Paulo Costanzo Todd Phillips Comedy
Brian Robbins,Paul Walker,Ron Lester,Mark Walters,1999.0,varsity blues,Comedy Drama Romance Sport,Paul Walker Ron Lester Mark Walters Brian Robbins Comedy Drama Romance Sport
Michel Hazanavicius,Bérénice Bejo,Ed Lauter,Beth Grant,2011.0,the artist,Comedy Drama Romance,Bérénice Bejo Ed Lauter Beth Grant Michel Hazanavicius Comedy Drama Romance
Wes Anderson,Bruce Willis,Bill Murray,Bob Balaban,2012.0,moonrise kingdom,Adventure Comedy Drama Romance,Bruce Willis Bill Murray Bob Balaban Wes Anderson Adventure Comedy Drama Romance
Jonathan Liebesman,Matt Bomer,Jordana Brewster,Lew Temple,2006.0,the texas chainsaw massacre: the beginning,Horror,Matt Bomer Jordana Brewster Lew Temple Jonathan Liebesman Horror
Cyrus Nowrasteh,Clive Russell,Vincent Walsh,Finn Ireland,2016.0,the young messiah,Drama,Clive Russell Vincent Walsh Finn Ireland Cyrus Nowrasteh Drama
Perry Andelin Blake,Jennifer Esposito,Kenan Thompson,James Brolin,2002.0,the master of disguise,Comedy Family,Jennifer Esposito Kenan Thompson James Brolin Perry Andelin Blake Comedy Family
Guillermo del Toro,Ivana Baquero,Maribel Verdú,Sergi López,2006.0,pan's labyrinth,Drama Fantasy War,Ivana Baquero Maribel Verdú Sergi López Guillermo del Toro Drama Fantasy War
unknown,Joel Courtney,Jessika Van,Riley Smith,unknown,the messengers            ,Drama Fantasy Mystery Thriller,Joel Courtney Jessika Van Riley Smith unknown Drama Fantasy Mystery Thriller
John Whitesell,Leslie Bibb,Angus T. Jones,Paul Sorvino,2001.0,see spot run,Action Comedy Crime Family,Leslie Bibb Angus T. Jones Paul Sorvino John Whitesell Action Comedy Crime Family
John Singleton,Mo'Nique,Snoop Dogg,Angell Conwell,2001.0,baby boy,Crime Drama Romance Thriller,Mo'Nique Snoop Dogg Angell Conwell John Singleton Crime Drama Romance Thriller
Christian E. Christiansen,Leighton Meester,Danneel Ackles,Frances Fisher,2011.0,the roommate,Drama Horror Thriller,Leighton Meester Danneel Ackles Frances Fisher Christian E. Christiansen Drama Horror Thriller
Dennie Gordon,Brittany Daniel,Erik Per Sullivan,Fred Ward,2001.0,joe dirt,Adventure Comedy Drama,Brittany Daniel Erik Per Sullivan Fred Ward Dennie Gordon Adventure Comedy Drama
Sheldon Lettich,Bolo Yeung,Alonna Shaw,Kamel Krifa,1991.0,double impact,Action Crime,Bolo Yeung Alonna Shaw Kamel Krifa Sheldon Lettich Action Crime
Edgar Wright,Bill Bailey,Joe Cornish,Billie Whitelaw,2007.0,hot fuzz,Action Comedy Mystery,Bill Bailey Joe Cornish Billie Whitelaw Edgar Wright Action Comedy Mystery
Diane English,Jada Pinkett Smith,Debi Mazar,Debra Messing,2008.0,the women,Comedy Drama,Jada Pinkett Smith Debi Mazar Debra Messing Diane English Comedy Drama
Woody Allen,Scarlett Johansson,Kevin Dunn,Christopher Evan Welch,2008.0,vicky cristina barcelona,Drama Romance,Scarlett Johansson Kevin Dunn Christopher Evan Welch Woody Allen Drama Romance
Peter Flinth,Gustaf Skarsgård,Michael Nyqvist,Vincent Perez,2007.0,arn: the knight templar,Action Adventure Drama Romance War,Gustaf Skarsgård Michael Nyqvist Vincent Perez Peter Flinth Action Adventure Drama Romance War
Jon Lucas,Mila Kunis,Jay Hernandez,Jada Pinkett Smith,2016.0,bad moms,Comedy,Mila Kunis Jay Hernandez Jada Pinkett Smith Jon Lucas Comedy
Robert Iscove,Alyson Hannigan,Amanda Detmer,Tsianina Joelson,2000.0,boys and girls,Comedy Drama Romance,Alyson Hannigan Amanda Detmer Tsianina Joelson Robert Iscove Comedy Drama Romance
Peter Kosminsky,Patrick Fugit,Cole Hauser,Marc Donato,2002.0,white oleander,Drama,Patrick Fugit Cole Hauser Marc Donato Peter Kosminsky Drama
Karyn Kusama,J.K. Simmons,Amy Sedaris,Cynthia Stevenson,2009.0,jennifer's body,Comedy Fantasy Horror,J.K. Simmons Amy Sedaris Cynthia Stevenson Karyn Kusama Comedy Fantasy Horror
Nick Gomez,Will Ferrell,Jamie Lee Curtis,Tracey Walter,2000.0,drowning mona,Comedy Crime Mystery,Will Ferrell Jamie Lee Curtis Tracey Walter Nick Gomez Comedy Crime Mystery
Woody Allen,Mike Starr,Don Pardo,Julie Kavner,1987.0,radio days,Comedy,Mike Starr Don Pardo Julie Kavner Woody Allen Comedy
Vic Armstrong,Nicolas Cage,Lea Thompson,Quinton Aaron,2014.0,left behind,Action Drama Fantasy Mystery Thriller,Nicolas Cage Lea Thompson Quinton Aaron Vic Armstrong Action Drama Fantasy Mystery Thriller
Allen Coulter,Robert Pattinson,Lena Olin,Ruby Jerins,2010.0,remember me,Drama Romance,Robert Pattinson Lena Olin Ruby Jerins Allen Coulter Drama Romance
Clare Kilner,Dylan Baker,Alexandra Holden,Trent Ford,2003.0,how to deal,Comedy Drama Romance,Dylan Baker Alexandra Holden Trent Ford Clare Kilner Comedy Drama Romance
