director_name,actor_1_name,actor_2_name,actor_3_name,title_year,movie_title,genres,comb
Tom Brady,Don Johnson,Kevin Nealon,Nicholas Turturro,2011.0,bucky larson: born to be a star,Comedy,Don Johnson Kevin Nealon Nicholas Turturro Tom Brady Comedy
Spike Lee,Gillian White,Michael Rapaport,Jada Pinkett Smith,2000.0,bamboozled,Comedy Drama Music,Gillian White Michael Rapaport Jada Pinkett Smith Spike Lee Comedy Drama Music
Jason Zada,Eoin Macken,Stephanie Vogt,Gen Seto,2016.0,the forest,Horror Mystery Thriller,Eoin Macken Stephanie Vogt Gen Seto Jason Zada Horror Mystery Thriller
Franklin J. Schaffner,Frank Langella,William Hootkins,John Gielgud,1981.0,sphinx,Adventure Mystery Thriller,Frank Langella William Hootkins John Gielgud Franklin J. Schaffner Adventure Mystery Thriller
Noah Baumbach,Naomi Watts,Maria Dizzia,Dree Hemingway,2014.0,while we're young,Comedy Drama,Naomi Watts Maria Dizzia Dree Hemingway Noah Baumbach Comedy Drama
Chris Weitz,Demián Bichir,Eddie 'Piolin' Sotelo,Robert Peters,2011.0,a better life,Drama Romance,Demián Bichir Eddie 'Piolin' Sotelo Robert Peters Chris Weitz Drama Romance
David Cronenberg,Miranda Richardson,John Neville,Lynn Redgrave,2002.0,spider,Drama Mystery Thriller,Miranda Richardson John Neville Lynn Redgrave David Cronenberg Drama Mystery Thriller
Eric Blakeney,Liam Neeson,Oliver Platt,Mitch Pileggi,2000.0,gun shy,Comedy Crime Romance,Liam Neeson Oliver Platt Mitch Pileggi Eric Blakeney Comedy Crime Romance
Douglas McGrath,Charlie Hunnam,Anne Hathaway,Jim Broadbent,2002.0,nicholas nickleby,Drama Romance,Charlie Hunnam Anne Hathaway Jim Broadbent Douglas McGrath Drama Romance
Ariel Vromen,Chris Evans,James Franco,Robert Davi,2012.0,the iceman,Biography Crime Drama,Chris Evans James Franco Robert Davi Ariel Vromen Biography Crime Drama
unknown,Krystyna Janda,Olaf Lubaszenko,Olgierd Lukaszewicz,unknown,dekalog            ,Drama,Krystyna Janda Olaf Lubaszenko Olgierd Lukaszewicz unknown Drama
Rakesh Roshan,Naseeruddin Shah,Rekha,Sharat Saxena,2006.0,krrish,Action Adventure Romance Sci-Fi,Naseeruddin Shah Rekha Sharat Saxena Rakesh Roshan Action Adventure Romance Sci-Fi
John Waters,Alicia Witt,Melanie Griffith,Kevin Nealon,2000.0,cecil b. demented,Comedy Crime Thriller,Alicia Witt Melanie Griffith Kevin Nealon John Waters Comedy Crime Thriller
William Friedkin,Matthew McConaughey,Scott A. Martin,Carol Sutton,2011.0,killer joe,Crime Drama Romance Thriller,Matthew McConaughey Scott A. Martin Carol Sutton William Friedkin Crime Drama Romance Thriller
Derrick Borte,Demi Moore,Gary Cole,Robert Pralgo,2009.0,the joneses,Comedy Drama,Demi Moore Gary Cole Robert Pralgo Derrick Borte Comedy Drama
Richard Kwietniowski,Philip Seymour Hoffman,Minnie Driver,Maury Chaykin,2003.0,owning mahowny,Crime Drama Thriller,Philip Seymour Hoffman Minnie Driver Maury Chaykin Richard Kwietniowski Crime Drama Thriller
Bob Odenkirk,Jenna Fischer,Lee Majors,Will Forte,2007.0,the brothers solomon,Comedy,Jenna Fischer Lee Majors Will Forte Bob Odenkirk Comedy
Kar-Wai Wong,Natalie Portman,Norah Jones,Adriane Lenox,2007.0,my blueberry nights,Drama Romance,Natalie Portman Norah Jones Adriane Lenox Kar-Wai Wong Drama Romance
John Turturro,Beverly D'Angelo,Ben Gazzara,George DiCenzo,1998.0,illuminata,Drama,Beverly D'Angelo Ben Gazzara George DiCenzo John Turturro Drama
Guy Ritchie,Bruce Greenwood,Jeanne Tripplehorn,David Thornton,2002.0,swept away,Comedy Romance,Bruce Greenwood Jeanne Tripplehorn David Thornton Guy Ritchie Comedy Romance
Joshua Seftel,Bashar Rahal,Sergej Trifunovic,Ned Bellamy,2008.0,"war, inc.",Action Comedy Thriller,Bashar Rahal Sergej Trifunovic Ned Bellamy Joshua Seftel Action Comedy Thriller
Stephen Chow,Wei Zhao,Karen Mok,Kwok-Kwan Chan,2001.0,shaolin soccer,Action Comedy Sport,Wei Zhao Karen Mok Kwok-Kwan Chan Stephen Chow Action Comedy Sport
Vincent Gallo,Vincent Gallo,Cheryl Tiegs,Anna Vareschi,2003.0,the brown bunny,Drama,Vincent Gallo Cheryl Tiegs Anna Vareschi Vincent Gallo Drama
Claude Chabrol,Isabelle Huppert,François Cluzet,Michel Serrault,1997.0,the swindle,Comedy Crime Thriller,Isabelle Huppert François Cluzet Michel Serrault Claude Chabrol Comedy Crime Thriller
Jon Stewart,Numan Acar,Claire Foy,Haluk Bilginer,2014.0,rosewater,Biography Drama,Numan Acar Claire Foy Haluk Bilginer Jon Stewart Biography Drama
Bigas Luna,Olivier Martinez,Aitana Sánchez-Gijón,Romane Bohringer,1997.0,the chambermaid on the titanic,Drama Romance,Olivier Martinez Aitana Sánchez-Gijón Romane Bohringer Bigas Luna Drama Romance
Ralph Fiennes,Gerard Butler,Ashraf Barhom,Lubna Azabal,2011.0,coriolanus,Drama Thriller War,Gerard Butler Ashraf Barhom Lubna Azabal Ralph Fiennes Drama Thriller War
Dan Harris,Kip Pardue,Ryan Donowho,Larry Fessenden,2004.0,imaginary heroes,Comedy Drama,Kip Pardue Ryan Donowho Larry Fessenden Dan Harris Comedy Drama
Mel Smith,Minnie Driver,Danny Dyer,Mary McCormack,2001.0,high heels and low lifes,Action Comedy Drama,Minnie Driver Danny Dyer Mary McCormack Mel Smith Action Comedy Drama
Bobcat Goldthwait,Robin Williams,Daryl Sabara,Henry Simmons,2009.0,world's greatest dad,Comedy Drama,Robin Williams Daryl Sabara Henry Simmons Bobcat Goldthwait Comedy Drama
Christopher Smith,Danny Dyer,Toby Stephens,Laura Harris,2006.0,severance,Comedy Horror Thriller,Danny Dyer Toby Stephens Laura Harris Christopher Smith Comedy Horror Thriller
Stuart Gordon,Joe Mantegna,Dulé Hill,Jeffrey Combs,2005.0,edmond,Drama Thriller,Joe Mantegna Dulé Hill Jeffrey Combs Stuart Gordon Drama Thriller
Jake Scott,Kristen Stewart,Ally Sheedy,Kerry Cahill,2010.0,welcome to the rileys,Drama,Kristen Stewart Ally Sheedy Kerry Cahill Jake Scott Drama
Alan Metter,Christopher Lee,Michael Winslow,G.W. Bailey,1994.0,police academy: mission to moscow,Comedy Crime,Christopher Lee Michael Winslow G.W. Bailey Alan Metter Comedy Crime
Jeb Stuart,Ricky Schroder,Nate Parker,Lee Norris,2010.0,blood done sign my name,Drama,Ricky Schroder Nate Parker Lee Norris Jeb Stuart Drama
Rafa Lara,Jorge Luis Moreno,Andrés Montiel,William Miller,2013.0,"cinco de mayo, la batalla",Drama History War,Jorge Luis Moreno Andrés Montiel William Miller Rafa Lara Drama History War
Michael Radford,Chris Noth,Jared Gilman,James Brolin,2014.0,elsa & fred,Comedy Drama Romance,Chris Noth Jared Gilman James Brolin Michael Radford Comedy Drama Romance
Arthur Hiller,Eric Idle,Harvey Weinstein,Ryan O'Neal,1997.0,an alan smithee film: burn hollywood burn,Comedy,Eric Idle Harvey Weinstein Ryan O'Neal Arthur Hiller Comedy
Michael Meredith,Jeff Bridges,Justin Timberlake,Ted Danson,2009.0,the open road,Comedy Drama,Jeff Bridges Justin Timberlake Ted Danson Michael Meredith Comedy Drama
Julio DePietro,Adrian Martinez,Scott Porter,Aaron Yoo,2009.0,the good guy,Comedy Romance,Adrian Martinez Scott Porter Aaron Yoo Julio DePietro Comedy Romance
Katherine Dieckmann,Stephanie Szostak,Minnie Driver,Anthony Edwards,2009.0,motherhood,Comedy Drama,Stephanie Szostak Minnie Driver Anthony Edwards Katherine Dieckmann Comedy Drama
William Dear,Madison Pettis,Corbin Bleu,Sandra Echeverría,2008.0,free style,Drama,Madison Pettis Corbin Bleu Sandra Echeverría William Dear Drama
Kim Farrant,Nicholas Hamilton,Reef Ireland,Sean Keenan,2015.0,strangerland,Drama Mystery Thriller,Nicholas Hamilton Reef Ireland Sean Keenan Kim Farrant Drama Mystery Thriller
Marcus Raboy,Mike Epps,Tamala Jones,Glenn Plummer,2009.0,the janky promoters,Comedy Crime Music,Mike Epps Tamala Jones Glenn Plummer Marcus Raboy Comedy Crime Music
Scott Marshall,Drew Fuller,Drew Waters,Larry Miller,2007.0,blonde ambition,Comedy Romance,Drew Fuller Drew Waters Larry Miller Scott Marshall Comedy Romance
Álex de la Iglesia,Jim Carter,Leonor Watling,Danny Sapani,2008.0,the oxford murders,Crime Mystery Thriller,Jim Carter Leonor Watling Danny Sapani Álex de la Iglesia Crime Mystery Thriller
Andrew Traucki,Damian Walshe-Howling,Gyton Grantley,Adrienne Pickering,2010.0,the reef,Horror Thriller,Damian Walshe-Howling Gyton Grantley Adrienne Pickering Andrew Traucki Horror Thriller
Michael Clancy,Zooey Deschanel,Rip Torn,Kelly Preston,2004.0,eulogy,Comedy Drama,Zooey Deschanel Rip Torn Kelly Preston Michael Clancy Comedy Drama
Patrick Lussier,Teryl Rothery,Craig Fairbrass,Adrian Holmes,2007.0,white noise 2: the light,Drama Fantasy Horror Thriller,Teryl Rothery Craig Fairbrass Adrian Holmes Patrick Lussier Drama Fantasy Horror Thriller
Robert Adetuyi,Shane Pollard,Mishael Morgan,Chase Armitage,2011.0,you got served: beat the world,Drama Music,Shane Pollard Mishael Morgan Chase Armitage Robert Adetuyi Drama Music
Kari Skogland,Jim Sturgess,Kevin Zegers,Michael McElhatton,2008.0,fifty dead men walking,Drama Thriller,Jim Sturgess Kevin Zegers Michael McElhatton Kari Skogland Drama Thriller
Taedong Park,Drake Bell,Tom Arnold,Amanda Troop,2014.0,jungle shuffle,Adventure Animation,Drake Bell Tom Arnold Amanda Troop Taedong Park Adventure Animation
Paul Schrader,Veronica Ferres,Ayelet Zurer,Derek Jacobi,2008.0,adam resurrected,Drama War,Veronica Ferres Ayelet Zurer Derek Jacobi Paul Schrader Drama War
Benedikt Erlingsson,Ingvar Eggert Sigurðsson,Charlotte Bøving,Sigríður María Egilsdóttir,2013.0,of horses and men,Comedy Drama Romance,Ingvar Eggert Sigurðsson Charlotte Bøving Sigríður María Egilsdóttir Benedikt Erlingsson Comedy Drama Romance
Gurinder Chadha,Sendhil Ramamurthy,Mark Addy,Shabana Azmi,2010.0,it's a wonderful afterlife,Comedy Drama Horror Romance,Sendhil Ramamurthy Mark Addy Shabana Azmi Gurinder Chadha Comedy Drama Horror Romance
Jason Connery,Ray Winstone,Henry Rollins,Jason London,2009.0,the devil's tomb,Action Horror Sci-Fi,Ray Winstone Henry Rollins Jason London Jason Connery Action Horror Sci-Fi
Vic Sarin,Jimi Mistry,Jesse Moss,John Light,2007.0,partition,Drama Romance,Jimi Mistry Jesse Moss John Light Vic Sarin Drama Romance
Jim Issa,Elaine Hendrix,Luke Perry,Jon Gries,2010.0,good intentions,Comedy,Elaine Hendrix Luke Perry Jon Gries Jim Issa Comedy
Jee-woon Kim,Kang-ho Song,Woo-sung Jung,Dal-su Oh,2008.0,"the good, the bad, the weird",Action Adventure Comedy Western,Kang-ho Song Woo-sung Jung Dal-su Oh Jee-woon Kim Action Adventure Comedy Western
Douglas Aarniokoski,Boris Kodjoe,Katrina Bowden,Kathleen Turner,2013.0,nurse 3d,Horror Thriller,Boris Kodjoe Katrina Bowden Kathleen Turner Douglas Aarniokoski Horror Thriller
William Phillips,Tyler Mane,Callum Rennie,Dustin Milligan,2010.0,gunless,Action Comedy Drama Western,Tyler Mane Callum Rennie Dustin Milligan William Phillips Action Comedy Drama Western
Greg Mottola,Kristen Stewart,Martin Starr,Wendie Malick,2009.0,adventureland,Comedy Drama Romance,Kristen Stewart Martin Starr Wendie Malick Greg Mottola Comedy Drama Romance
Andy Garcia,Danny Pino,Victor Rivers,Enrique Murciano,2005.0,the lost city,Drama Romance,Danny Pino Victor Rivers Enrique Murciano Andy Garcia Drama Romance
Steve Carr,John Witherspoon,Mike Epps,Rolando Molina,2000.0,next friday,Comedy,John Witherspoon Mike Epps Rolando Molina Steve Carr Comedy
Sarik Andreasyan,Hayden Christensen,Jordana Brewster,Akon,2014.0,american heist,Action Crime Drama Thriller,Hayden Christensen Jordana Brewster Akon Sarik Andreasyan Action Crime Drama Thriller
Lewis Gilbert,Donald Pleasence,Burt Kwouk,Desmond Llewelyn,1967.0,you only live twice,Action Adventure Thriller,Donald Pleasence Burt Kwouk Desmond Llewelyn Lewis Gilbert Action Adventure Thriller
Julian Gilbey,Mem Ferda,Alfie Allen,Malese Jow,2014.0,plastic,Action Comedy Crime Drama,Mem Ferda Alfie Allen Malese Jow Julian Gilbey Action Comedy Crime Drama
Michael Haneke,Isabelle Huppert,Emmanuelle Riva,Jean-Louis Trintignant,2012.0,amour,Drama Romance,Isabelle Huppert Emmanuelle Riva Jean-Louis Trintignant Michael Haneke Drama Romance
Gary Sherman,Tom Skerritt,Heather O'Rourke,Zelda Rubinstein,1988.0,poltergeist iii,Horror Thriller,Tom Skerritt Heather O'Rourke Zelda Rubinstein Gary Sherman Horror Thriller
Valeri Milev,Daniella Alonso,Roger Cross,Jesse Garcia,2015.0,re-kill,Action Horror,Daniella Alonso Roger Cross Jesse Garcia Valeri Milev Action Horror
Stanley Kramer,Jonathan Winters,Sid Caesar,Spencer Tracy,1963.0,"it's a mad, mad, mad, mad world",Action Adventure Comedy Crime,Jonathan Winters Sid Caesar Spencer Tracy Stanley Kramer Action Adventure Comedy Crime
Pedro Almodóvar,Carmen Maura,Lola Dueñas,Antonio de la Torre,2006.0,volver,Comedy Crime Drama Mystery,Carmen Maura Lola Dueñas Antonio de la Torre Pedro Almodóvar Comedy Crime Drama Mystery
Gerald Potterton,John Vernon,Joe Flaherty,Don Francks,1981.0,heavy metal,Adventure Animation Fantasy Horror Sci-Fi,John Vernon Joe Flaherty Don Francks Gerald Potterton Adventure Animation Fantasy Horror Sci-Fi
Jared Hess,Jizelle Jade,Michael Angarano,Héctor Jiménez,2009.0,gentlemen broncos,Adventure Comedy Sci-Fi,Jizelle Jade Michael Angarano Héctor Jiménez Jared Hess Adventure Comedy Sci-Fi
Richard Loncraine,Robert Downey Jr.,Jim Broadbent,Kristin Scott Thomas,1995.0,richard iii,Drama War,Robert Downey Jr. Jim Broadbent Kristin Scott Thomas Richard Loncraine Drama War
David Hackl,Scott Glenn,Michaela McManus,Luisa D'Oliveira,2015.0,into the grizzly maze,Action Horror Thriller,Scott Glenn Michaela McManus Luisa D'Oliveira David Hackl Action Horror Thriller
Anurag Basu,Bárbara Mori,Steven Michael Quezada,Kabir Bedi,2010.0,kites,Action Drama Romance Thriller,Bárbara Mori Steven Michael Quezada Kabir Bedi Anurag Basu Action Drama Romance Thriller
Lars von Trier,Alexander Skarsgård,Kirsten Dunst,Charlotte Rampling,2011.0,melancholia,Drama Sci-Fi,Alexander Skarsgård Kirsten Dunst Charlotte Rampling Lars von Trier Drama Sci-Fi
Kriv Stenders,Noah Taylor,Keisha Castle-Hughes,Luke Ford,2011.0,red dog,Biography Comedy Drama Family Romance,Noah Taylor Keisha Castle-Hughes Luke Ford Kriv Stenders Biography Comedy Drama Family Romance
Yash Chopra,Shah Rukh Khan,Katrina Kaif,Vic Waghorn,2012.0,jab tak hai jaan,Drama Romance,Shah Rukh Khan Katrina Kaif Vic Waghorn Yash Chopra Drama Romance
Ridley Scott,Tom Skerritt,Yaphet Kotto,Bolaji Badejo,1979.0,alien,Horror Sci-Fi,Tom Skerritt Yaphet Kotto Bolaji Badejo Ridley Scott Horror Sci-Fi
Floria Sigismondi,Kristen Stewart,Scout Taylor-Compton,Johnny Lewis,2010.0,the runaways,Biography Drama Music,Kristen Stewart Scout Taylor-Compton Johnny Lewis Floria Sigismondi Biography Drama Music
Norman Jewison,Topol,Paul Michael Glaser,Rosalind Harris,1971.0,fiddler on the roof,Drama Family Musical Romance,Topol Paul Michael Glaser Rosalind Harris Norman Jewison Drama Family Musical Romance
Terence Young,Desmond Llewelyn,Earl Cameron,Lois Maxwell,1965.0,thunderball,Action Adventure Thriller,Desmond Llewelyn Earl Cameron Lois Maxwell Terence Young Action Adventure Thriller
Joseph Kahn,Josh Hutcherson,Shanley Caswell,Parker Bagley,2011.0,detention,Comedy Horror Sci-Fi,Josh Hutcherson Shanley Caswell Parker Bagley Joseph Kahn Comedy Horror Sci-Fi
Ferzan Ozpetek,Riccardo Scamarcio,Alessandro Preziosi,Lunetta Savino,2010.0,loose cannons,Comedy Drama Romance,Riccardo Scamarcio Alessandro Preziosi Lunetta Savino Ferzan Ozpetek Comedy Drama Romance
F. Gary Gray,Vivica A. Fox,Jada Pinkett Smith,Blair Underwood,1996.0,set it off,Action Crime Drama Romance Thriller,Vivica A. Fox Jada Pinkett Smith Blair Underwood F. Gary Gray Action Crime Drama Romance Thriller
Malcolm D. Lee,Harold Perrineau,Sanaa Lathan,Jarrod Bunch,1999.0,the best man,Comedy Drama,Harold Perrineau Sanaa Lathan Jarrod Bunch Malcolm D. Lee Comedy Drama
Tom Holland,Catherine Hicks,Alex Vincent,Dinah Manoff,1988.0,child's play,Fantasy Horror,Catherine Hicks Alex Vincent Dinah Manoff Tom Holland Fantasy Horror
Michael Moore,Michael Moore,Tucker Albrizzi,Bill Clinton,2007.0,sicko,Documentary Drama,Michael Moore Tucker Albrizzi Bill Clinton Michael Moore Documentary Drama
James DeMonaco,Noel Gugliemi,Zach Gilford,Roberta Valderrama,2014.0,the purge: anarchy,Action Horror Sci-Fi Thriller,Noel Gugliemi Zach Gilford Roberta Valderrama James DeMonaco Action Horror Sci-Fi Thriller
Kris Isacsson,Rosario Dawson,Lauren German,Shawn Hatosy,2000.0,down to you,Comedy Drama Romance,Rosario Dawson Lauren German Shawn Hatosy Kris Isacsson Comedy Drama Romance
Danny Leiner,Ethan Embry,Fred Willard,Paula Garcés,2004.0,harold & kumar go to white castle,Adventure Comedy,Ethan Embry Fred Willard Paula Garcés Danny Leiner Adventure Comedy
Rod Lurie,Jeff Bridges,Gary Oldman,William Petersen,2000.0,the contender,Drama Thriller,Jeff Bridges Gary Oldman William Petersen Rod Lurie Drama Thriller
Ben Younger,Vin Diesel,Nia Long,Herbert Russell,2000.0,boiler room,Crime Drama Thriller,Vin Diesel Nia Long Herbert Russell Ben Younger Crime Drama Thriller
John Landis,Don Ameche,Denholm Elliott,Ralph Bellamy,1983.0,trading places,Comedy,Don Ameche Denholm Elliott Ralph Bellamy John Landis Comedy
Glen Morgan,Oliver Hudson,Crystal Lowe,Andrea Martin,2006.0,black christmas,Horror,Oliver Hudson Crystal Lowe Andrea Martin Glen Morgan Horror
Daniel Taplitz,Jennifer Esposito,Tate Taylor,Patrick Cranshaw,2004.0,breakin' all the rules,Comedy Romance,Jennifer Esposito Tate Taylor Patrick Cranshaw Daniel Taplitz Comedy Romance
Kenneth Branagh,Brian Blessed,Derek Jacobi,Danny Webb,1989.0,henry v,Action Biography Drama History Romance War,Brian Blessed Derek Jacobi Danny Webb Kenneth Branagh Action Biography Drama History Romance War
Tamara Jenkins,Philip Seymour Hoffman,David Zayas,Gbenga Akinnagbe,2007.0,the savages,Comedy Drama,Philip Seymour Hoffman David Zayas Gbenga Akinnagbe Tamara Jenkins Comedy Drama
Linda Mendoza,Carlos Ponce,Freddy Rodríguez,Maria Conchita Alonso,2003.0,chasing papi,Comedy Romance,Carlos Ponce Freddy Rodríguez Maria Conchita Alonso Linda Mendoza Comedy Romance
Christopher McQuarrie,Kristin Lehman,Nicky Katt,Dylan Kussman,2000.0,the way of the gun,Action Crime Drama Thriller,Kristin Lehman Nicky Katt Dylan Kussman Christopher McQuarrie Action Crime Drama Thriller
Burr Steers,Kieran Culkin,Rory Culkin,Bill Irwin,2002.0,igby goes down,Comedy Drama,Kieran Culkin Rory Culkin Bill Irwin Burr Steers Comedy Drama
Hart Bochner,Jon Favreau,Matt Ross,Chris Young,1994.0,pcu,Comedy,Jon Favreau Matt Ross Chris Young Hart Bochner Comedy
Michael O. Sajbel,Bill Cobbs,Drew Fuller,Mircea Monroe,2006.0,the ultimate gift,Drama Family Romance,Bill Cobbs Drew Fuller Mircea Monroe Michael O. Sajbel Drama Family Romance
unknown,Ronn Moss,Katherine Kelly Lang,Hunter Tylo,unknown,the bold and the beautiful            ,Drama Romance,Ronn Moss Katherine Kelly Lang Hunter Tylo unknown Drama Romance
Stewart Raffill,Anjelica Huston,John Carradine,Robert Urich,1984.0,the ice pirates,Action Adventure Comedy Romance Sci-Fi,Anjelica Huston John Carradine Robert Urich Stewart Raffill Action Adventure Comedy Romance Sci-Fi
Davis Guggenheim,Emma Bell,John Doman,Carly Schroeder,2007.0,gracie,Biography Drama Sport,Emma Bell John Doman Carly Schroeder Davis Guggenheim Biography Drama Sport
Bart Freundlich,Billy Crudup,Garry Shandling,Dagmara Dominczyk,2005.0,trust the man,Comedy Drama Romance,Billy Crudup Garry Shandling Dagmara Dominczyk Bart Freundlich Comedy Drama Romance
Andrew Fleming,Steve Coogan,Amy Poehler,David Arquette,2008.0,hamlet 2,Comedy Music,Steve Coogan Amy Poehler David Arquette Andrew Fleming Comedy Music
Todd Haynes,Christian Bale,Eddie Izzard,Janet McTeer,1998.0,velvet goldmine,Drama Music,Christian Bale Eddie Izzard Janet McTeer Todd Haynes Drama Music
Hong-jin Na,Jung-min Hwang,Jun Kunimura,Woo-hee Chun,2016.0,the wailing,Fantasy Horror Mystery Thriller,Jung-min Hwang Jun Kunimura Woo-hee Chun Hong-jin Na Fantasy Horror Mystery Thriller
Kevin Tancharoen,Lea Michele,Heather Morris,Kevin McHale,2011.0,glee: the 3d concert movie,Documentary Music,Lea Michele Heather Morris Kevin McHale Kevin Tancharoen Documentary Music
Chatrichalerm Yukol,Sarunyu Wongkrachang,Chatchai Plengpanich,Mai Charoenpura,2001.0,the legend of suriyothai,Action Adventure Drama History War,Sarunyu Wongkrachang Chatchai Plengpanich Mai Charoenpura Chatrichalerm Yukol Action Adventure Drama History War
Dario Argento,John Amos,Adrienne Barbeau,Sally Kirkland,1990.0,two evil eyes,Horror,John Amos Adrienne Barbeau Sally Kirkland Dario Argento Horror
Eric Lavaine,Lambert Wilson,Julie Engelbrecht,Lionel Abelanski,2014.0,barbecue,Comedy,Lambert Wilson Julie Engelbrecht Lionel Abelanski Eric Lavaine Comedy
Mike Leigh,Lesley Manville,Ruth Sheen,Gary McDonald,2002.0,all or nothing,Drama,Lesley Manville Ruth Sheen Gary McDonald Mike Leigh Drama
Marc Forby,Q'orianka Kilcher,Will Patton,Shaun Evans,2009.0,princess kaiulani,Drama,Q'orianka Kilcher Will Patton Shaun Evans Marc Forby Drama
Peter Cattaneo,Jacqueline McKenzie,Vince Colosimo,Peter Callan,2006.0,opal dream,Drama Family,Jacqueline McKenzie Vince Colosimo Peter Callan Peter Cattaneo Drama Family
Scott Mann,Robert De Niro,Joshua Mikel,D.B. Sweeney,2015.0,heist,Action Crime Thriller,Robert De Niro Joshua Mikel D.B. Sweeney Scott Mann Action Crime Thriller
Ole Christian Madsen,Lars Mikkelsen,Thure Lindhardt,Christian Berkel,2008.0,flame and citron,Drama History Thriller War,Lars Mikkelsen Thure Lindhardt Christian Berkel Ole Christian Madsen Drama History Thriller War
Meiert Avis,Fisher Stevens,Kip Pardue,Perrey Reeves,2005.0,undiscovered,Comedy Music Romance,Fisher Stevens Kip Pardue Perrey Reeves Meiert Avis Comedy Music Romance
Julian Jarrold,Andrew Garfield,Warren Clarke,John Henshaw,2009.0,red riding: in the year of our lord 1974,Crime Drama Mystery Thriller,Andrew Garfield Warren Clarke John Henshaw Julian Jarrold Crime Drama Mystery Thriller
André Téchiné,Catherine Deneuve,Ronit Elkabetz,Émilie Dequenne,2009.0,the girl on the train,Drama,Catherine Deneuve Ronit Elkabetz Émilie Dequenne André Téchiné Drama
Emily Young,Sarah Michelle Gellar,Erika Christensen,Jonathan Tucker,2009.0,veronika decides to die,Drama Romance,Sarah Michelle Gellar Erika Christensen Jonathan Tucker Emily Young Drama Romance
Peter Faiman,Paul Hogan,Linda Kozlowski,David Gulpilil,1986.0,crocodile dundee,Adventure Comedy,Paul Hogan Linda Kozlowski David Gulpilil Peter Faiman Adventure Comedy
Martyn Pick,Sean Pertwee,Steven Waddington,Donald Sumpter,2010.0,"ultramarines: a warhammer 40,000 movie",Action Animation Fantasy Horror Mystery Sci-Fi Thriller,Sean Pertwee Steven Waddington Donald Sumpter Martyn Pick Action Animation Fantasy Horror Mystery Sci-Fi Thriller
Roland Suso Richter,Stephen Graham,Sarah Polley,Stephen Rea,2004.0,the i inside,Mystery Sci-Fi Thriller,Stephen Graham Sarah Polley Stephen Rea Roland Suso Richter Mystery Sci-Fi Thriller
Jeremy Sims,Harrison Gilbertson,Gyton Grantley,Steve Le Marquand,2010.0,beneath hill 60,Drama History War,Harrison Gilbertson Gyton Grantley Steve Le Marquand Jeremy Sims Drama History War
Maïwenn,Riccardo Scamarcio,Maïwenn,Karin Viard,2011.0,polisse,Crime Drama,Riccardo Scamarcio Maïwenn Karin Viard Maïwenn Crime Drama
Joby Harold,Hayden Christensen,Fisher Stevens,Denis O'Hare,2007.0,awake,Crime Mystery Thriller,Hayden Christensen Fisher Stevens Denis O'Hare Joby Harold Crime Mystery Thriller
unknown,Dee Bradley Baker,James Arnold Taylor,Tom Kane,unknown,star wars: the clone wars            ,Action Adventure Animation Drama Fantasy Sci-Fi,Dee Bradley Baker James Arnold Taylor Tom Kane unknown Action Adventure Animation Drama Fantasy Sci-Fi
Ekachai Uekrongtham,Michael Jai White,Mike Dopud,Celina Jade,2014.0,skin trade,Action Crime Thriller,Michael Jai White Mike Dopud Celina Jade Ekachai Uekrongtham Action Crime Thriller
Joel Schumacher,Dianne Wiest,Jami Gertz,Jason Patric,1987.0,the lost boys,Comedy Fantasy Horror,Dianne Wiest Jami Gertz Jason Patric Joel Schumacher Comedy Fantasy Horror
Scott Cooper,Jeff Bridges,Beth Grant,Debrianna Mansini,2009.0,crazy heart,Drama Music Romance,Jeff Bridges Beth Grant Debrianna Mansini Scott Cooper Drama Music Romance
Mark Rydell,David Keith,Frederic Forrest,Alan Bates,1979.0,the rose,Drama Music Romance,David Keith Frederic Forrest Alan Bates Mark Rydell Drama Music Romance
David E. Talbert,Djimon Hounsou,Christina Milian,Boris Kodjoe,2013.0,baggage claim,Comedy,Djimon Hounsou Christina Milian Boris Kodjoe David E. Talbert Comedy
Roger Vadim,Jane Fonda,David Hemmings,Milo O'Shea,1968.0,barbarella,Adventure Comedy Fantasy Sci-Fi,Jane Fonda David Hemmings Milo O'Shea Roger Vadim Adventure Comedy Fantasy Sci-Fi
Nils Gaup,Bjørn Sundquist,Louisa Milwood-Haigh,Stian Smestad,1990.0,shipwrecked,Adventure Family,Bjørn Sundquist Louisa Milwood-Haigh Stian Smestad Nils Gaup Adventure Family
Alexander Payne,Matthew Broderick,Chris Klein,Molly Hagan,1999.0,election,Comedy Drama,Matthew Broderick Chris Klein Molly Hagan Alexander Payne Comedy Drama
Mira Nair,Jacinda Barrett,Brooke Smith,Tabu,2006.0,the namesake,Drama,Jacinda Barrett Brooke Smith Tabu Mira Nair Drama
Ari Sandel,Bella Thorne,Romany Malco,Skyler Samuels,2015.0,the duff,Comedy,Bella Thorne Romany Malco Skyler Samuels Ari Sandel Comedy
Vondie Curtis-Hall,Mariah Carey,Max Beesley,Valarie Pettiford,2001.0,glitter,Drama Music Romance,Mariah Carey Max Beesley Valarie Pettiford Vondie Curtis-Hall Drama Music Romance
Tom Elkins,Abigail Spencer,Cicely Tyson,Brad James,2013.0,the haunting in connecticut 2: ghosts of georgia,Drama Horror Mystery Thriller,Abigail Spencer Cicely Tyson Brad James Tom Elkins Drama Horror Mystery Thriller
